lat,lon
64.42376777916317,14.454469211880065
64.41132769986585,14.507091579131375
64.44026112809227,14.543921161970278
64.39444704851309,14.523072262663979
63.94161026021635,12.97908386685177
63.86074041601125,13.059052329807436
63.94613221921566,16.742409935271287
63.96092317207426,16.814358546774354
63.9714228525098,16.758488291401452
63.944617350439984,16.774788650971956
63.9439983902,16.776218996424753
63.96555520807971,16.78469378137738
63.946066297454095,16.81078441065931
63.96606691112515,16.785420868994827
63.91279928279504,16.268515207866493
63.943735996605945,16.78442754252693
63.956558264590335,16.781956401691254
61.67553935487121,14.220252853884462
61.75710414671446,14.263406004390891
61.89655454816876,13.88862576359411
62.100339552217825,14.048073304525362
62.100339552217825,14.048073304525362
61.87431496280193,13.834152130183663
63.4766553246103,16.393481940725163
63.499620764732995,16.27143103750198
63.33404639652793,17.883283921543132
63.616241373558914,17.57037200509601
63.73529799227278,17.59885496597013
63.508593997521466,17.42538337870778
63.81022481969231,17.122194957216895
63.58518734553188,17.37715614929261
63.62937198593005,17.58078631606649
63.641588076977214,17.54687114424298
63.6755634476213,17.512387674155494
63.67566548312465,17.514257197530195
63.50868764549882,17.388280373030824
63.49550153464103,17.11564423217996
63.393510427362834,17.106907909849582
63.43801323719375,17.18489033188772
63.433711216938335,17.057274754467784
63.51097776818655,17.23063362726509
63.79210598929173,16.632110146054384
63.76086600620426,16.616315479051174
63.54950027344742,18.05690615841508
63.58183444204334,18.18500067403127
63.63642964959885,18.189181517127405
63.63892566181966,18.191259919183253
63.43871509316892,18.525985401739728
63.46326276141307,18.55461696228795
63.41479118432501,18.496998953261915
63.46608451567628,18.359883223927586
63.44640070249984,18.511978184994724
63.911277686670196,14.557359443453738
64.003697488554,14.650652926444144
63.96279706539795,14.68771082417242
63.90744005578701,14.549717093570665
64.25349695649719,15.24824386628391
64.29935688897565,15.24036892338133
64.2794695807129,15.224397587749129
64.27709059044683,15.193651627027497
63.94883328806062,15.83282770850795
63.96087551431647,15.74398164547372
63.95856035636456,15.799593865860164
63.94083047701424,15.855502725537546
63.92087536012835,15.839358581126575
64.10592951828892,15.500261326413849
64.13219630634957,15.388531622088658
64.11478962690096,15.432118923450972
64.11619800367656,15.469978501745619
64.15193676274038,15.605190452164559
64.04654924296014,15.447445967927543
64.01478199336348,14.329046320275149
64.01985881113136,14.316914330192432
63.97235685302487,14.364234384117745
64.07225268556307,14.139545749878463
63.16725181390498,13.112740831472687
63.24571590259897,13.36727919062516
63.170418700119164,13.80073179418712
63.22409424785953,13.397652062595787
63.18495775483019,13.12641464552917
64.36135547254123,15.383953390547868
64.53702722991531,15.47476686243564
64.39693963992595,15.131343466291904
64.37020366347717,14.949527602443537
64.03030235104315,15.315499442231427
64.054193784638,15.29284710430883
64.20130077214972,15.211244195739242
64.20914056812732,15.172804433326371
64.1927823539389,15.21280569042797
64.14083500373685,15.170057856260755
64.19643845701536,15.197350390860016
64.21145864430054,15.223620238670934
64.1957644912908,15.222937802341544
64.20398362570296,15.234949088907195
64.19151004221017,15.229285249679823
63.626973297384055,15.400480743958882
